162,161,297,24,296,23,159,21,160,204,140,294,3,225,158,90,511,419,499,500,67,22,418,486,295,482,487,139,340,488,468,489,433,485,484,483,275,363,293,432,521,589,581,572,274,1,0,252,51,135,Pass/Fail
368.0,1066.0,158.333,751.0,496.1582,-4043.75,1017.0,-5419.0,967.0,0.2951,0.3948,418.1363,1411.1265,1940.3994,,8671.9301,0.0,0.0,0.0,0.0,0.9226,2916.5,525.0965,843.1138,398.3185,613.3069,0.0,350.671,0.0867,53.1098,311.6377,0.0,49.0013,178.1759,494.6996,291.4842,0.131,560.2658,,26.3617,0.0,,,8.95,110.2144,2564.0,3030.93,2.8374,218.3174,123.0,-1
3277.0,297.0,1529.7622,-1640.25,139.2082,-3498.75,568.0,-5441.5,59.0,0.358,0.2301,233.9865,1463.6606,1988.0,,8407.0299,0.0,368.9713,0.0,0.0,1.1598,2604.25,0.0,130.635,26.5879,0.0,820.79,219.7679,0.1013,194.4371,463.2883,0.0,199.7866,359.0444,0.0,246.7762,0.0767,677.1873,,8.4887,0.0,208.2045,208.2045,5.92,83.5542,2465.14,3095.78,3.8999,205.1695,98.0,-1
2100.0,759.0,902.4576,-1916.5,325.0672,-4047.0,562.0,-5447.75,788.0,0.1164,0.3263,251.4536,1698.0172,839.6006,,9317.1698,244.2748,0.0,0.0,0.0,0.8694,2701.75,0.0,746.915,329.6406,434.2674,74.0741,306.038,0.0353,191.7582,21.3645,250.1742,109.5747,190.3869,0.0,151.7665,0.1117,283.6616,,18.7546,0.0,82.8602,82.8602,11.21,97.3868,2559.94,2932.61,4.1446,185.7574,89.0,1
3004.0,3433.0,1377.4276,-1657.25,1572.6896,-4515.0,859.0,-5468.25,355.0,0.3458,0.1915,415.5048,909.7926,820.3999,,8205.7,0.0,0.0,0.0,711.6418,0.9761,2648.25,317.7362,104.666,157.0889,225.0169,71.7583,162.43200000000002,0.0928,0.0,24.2831,336.766,181.2641,88.5553,305.75,100.4883,0.0581,309.8492,,76.0354,0.0,73.8432,73.8432,9.33,50.3631,2479.9,2988.72,3.2119,189.9079,127.0,-1
1443.0,1747.0,628.3083,117.0,799.5884,-3987.5,699.0,-5476.25,283.0,0.3951,0.3744,319.1252,1326.52,1406.4004,,9014.46,0.0,866.0295,293.1396,0.0,0.9256,2635.25,0.0,0.0,128.0296,171.4486,587.3773,296.303,0.1301,748.1781,44.898,0.0,0.0,240.1781,461.8619,276.881,0.1092,494.7368,,43.8119,0.0,73.8432,,8.83,88.7672,2502.87,3032.24,2.5775,233.5491,119.0,-1
1157.0,323.0,478.1502,193.75,152.4347,-3906.5,2089.0,-6058.0,910.0,0.5217,0.3744,982.8228,1326.52,1132.2998,,7869.7,622.2222,865.1584,0.0,0.0,0.9227,2953.75,347.774,0.0,384.6101,325.3468,78.3348,296.303,0.1582,723.4234,23.3606,273.8095,597.1613,826.936,0.0,71.0586,0.1092,335.5983,,8.2683,0.0,44.0077,44.0077,8.91,88.7672,2432.84,2946.25,2.6668,192.7702,123.0,-1
565.0,441.0,254.5432,580.25,181.7863,-3914.75,2117.0,-6154.0,643.0,0.3339999999999999,0.2301,1000.9579,1463.6606,1046.2002,,9238.3601,748.3871,467.5756,0.0,723.3853,1.115,2691.75,326.1524,586.3636,276.541,266.1526,0.0,219.7679,0.0899,355.7932,162.4892,304.5139,97.3718,189.4602,110.6781,509.0909,0.0767,375.0252,,11.2651,0.0,44.0077,,6.48,83.5542,2430.12,3030.27,3.4843,201.7609,89.0,-1
807.0,1429.0,366.1448,-737.0,652.0774,-3819.75,233.0,-5395.5,346.0,0.7151,0.0577,106.4973,1004.4692,1222.1006,,9117.3699,0.0,0.0,0.0,0.0,0.9965,2551.75,399.362,0.0,151.6605,374.6159,129.2388,249.9639,0.1827,0.0,16.2027,440.8163,109.498,0.0,484.1046,89.1323,0.0216,376.4134,,37.4108,0.0,95.031,95.031,278.19,92.8285,2690.15,3058.88,2.7835,133.6606,91.0,-1
948.0,3961.0,423.4787,622.75,1965.4555,-2948.0,5781.0,-4196.5,2900.0,0.4077,0.0577,2803.1611,1004.4692,740.3994,,8615.27,395.2941,624.0602,0.0,686.5784,0.9079,2059.5,496.3964,616.8421,1377.7589,477.0328,86.1931,249.9639,0.1204,364.0719,18.8665,155.6827,152.22799999999998,892.1933,51.4694,106.1693,0.0216,205.529,,134.3623,0.0,111.6525,111.6525,7.09,92.8285,2600.47,2967.68,2.8729,216.9538,91.0,-1
